label,tweet
love,merasakan getaran hangat dada orang cintai 
love,bagimana
joy,suka point prof suteki puncak tertinggi pancasila ketuhanan maha 
sadness,bentar pakai macet 
fear,setuju username 
fear,artikel kalo puas bikin deskripsi hujat hujat 
sadness,username udah dipaksa anak satunya candy crush mabar dibentakin bego 
sadness,bumi pancasila ustadz 
fear,suka makan sirip tenggelamkan username ikan segede metromini dimamam siripnya doang makan bodynya 
sadness,haha kasihan akun sembuh sakit dendamnya sepnjang 
love,
anger,username username serem seriusan udah 
sadness,ceritahariini barusan ketiduran bentar daaan mimpi serem ceritanya camp organisasi gitu salah perkemahan anehnya related banget kehidupan nyata 
sadness,situasi membuatmu marah menciptakan lubang hitam blackholecreator 
love,banget
joy,ngerasain bahagia sederhana pribadi ngeliat orang ngerasain bahagia jalanin sebahagia good vibes ngejalaninnya thanks 
anger,heran rkhup ngawur keknya merancang ngawur sampe sampe mempertimbangkan melibatkan anggota perancang 
anger,kali menambah pengetahuan hubungannya ketakutan ditakuti penakut camkan 
love,ngerasa hidup udah enak 
anger,kaya kebalik gitu socmed escape ekspresiin kegilaan skrg berhubung socmed serem dunia nyata 
joy,berbicara henti cintai 
sadness,selamat siang sayang makan siang buatin makan siang 
sadness,intinya seleksi lalui dunia 
joy,trima kasih sparing footballl unitedindonesia unitedtogether uici unitedindramayu indramayu regency 
sadness,beliau bilang 
love,percayalah
anger,ngeri popok seklai pakai pemicu utama infeksi saluran kencing lengah kepraktisan popok pakai perhatikan 
anger,amarah membuatku kehilangan kendali diriku 
joy,setia mendampingi berusaha melucu bikin ketawa menganggap anak cemburu laki gadisnya cinta 
anger,jujur dihina remehin hina sodaraw mama sepupu setan dengkii smua lina sumpahin mampus kaya belagu kaya kali norak kebongkar tipu annya liatin sukses ahahhah najisin sepupu 
sadness,momen amarahmu memenuhi pikiranmu sulit memusatkan perhatian ðÿªï mindconsumed 
sadness,merasakan hampa tergambarkan 
joy,titip salam masbro username shooting bawa bambu ganjel biar ngejoprak username inisahurtiketcomharike 
sadness,sedih membuatku hancur rapuh 
anger,bermasalah teman 
fear,sehari
anger,kalo pelajaran bindo 
sadness,tolong wagub username username malu umatnya 
joy,sekelas emerson gitu kelakuannya 
sadness,puncak marah memaki peduli mencoba mencari perhatiannya 
fear,username username cerita satinah kayaknya emang beda reply bilangnya 
fear,jengjeng nyanyi pakai okulele simak simak susah 
love,bucin
joy,series kelar ditonton 
sadness,hancur negara dikelola amatiran 
anger,bobotoh lucu kalo menyalahkan berpakaiannya 
sadness,emak kate emak kate perhatian banget anak anaknya banget emakku nongol grup semangat sehat sayang emak 
anger,teriak teriak ganti presiden gimana pulang kampung kereta bagus stasiun kereta kereta apinya bagus coba copetnyaaahh calonyaaahh 
joy,saking sibuknya lupa rilis sibuk sibuk nyari kesibukan baca ebook heran accounting kerjaan 
anger,username username username lebihnya speak dikatain lebay 
anger,drpd keseel mikirin omongan nyokap kmrn nyantai tenangin otak ngadem nongki balkot sampe sore 
joy,francey terkejut mendengarmu meneriakinya jiwanya melompat menonton jumpscare film horror wajah francey berubah 
anger,bilang milih sopir mobil bener 
love,
love,
joy,seneng banget refreshing seneng banget gitu mencari udara segar kalo udah terlaku sumpek mending gausah lebay pulang kesini udah kaya 
anger,amarah membuatku meledak sekejap 
fear,username bayar pakai tokopedia 
fear,username username kalo puasa suci bersih 
sadness,vallen kadang mikir 
anger,amarah membuatku kehilangan kendali diriku 
fear,jual permen ting ting dimana kangen permen 
joy,username username username username username username username klau berita posttingan juned trus mnghadirin acara jngn pura ediot menghadiri acara politikus pecun 
anger,username ngeri kalo keterima keliatan gobloknya kuliah ngeri gitu skripsi dibikinin orang cari kerja pake orang 
love,cinta menghargai momen habiskan 
joy,allah smoga manusia super hero 
fear,alah barusan senyumnya jarak meter lemas malam ketemu 
fear,berani manasin gegara diceritain siska something dasar apel siska bikin takut 
anger,marah membuatmu menghancurkan jalurmu pathofdestruction 
anger,menghancurkan mataku amarah 
anger,pacar pacar nasehatin ngebentak 
love,
love,kalo perduli 
fear,berhadapan menakutkan facingeverything 
fear,momen berjuang melawan gelombang ketakutan menghantam ðÿðÿ fightingfear 
sadness,baby username anak mamih cantik engkau tinggalkan mamih sayang mamih kering tanpamu love rien sayang 
love,pilih jokowi 
anger,rupiah jatuh anjlok ramai menyalah nyalahkan pemerintah 
fear,oldmoneygakngerasain paniknya benda dibagikan guru dikelas rela kekantin jaga benda karna malu nilainya 
sadness,username pake shopee kalo 
sadness,katherine sofia bener ngrasa capek kerjaan 
anger,momen berteriak melepaskan amarahmu screaminginside 
anger,momen mengguncangkan realitas amukanmu ðÿðÿ realityshaker 
joy,wkwkw kalo nanya santai mengeluarkan komentar dunia indah 
love,menyepelakan kalimat 
joy,keira knightleeeeeyy demen cowo diem cool gitu gerak geriknya darcy bikin geli geli gitu hahaha 
love,pelajaran berharga perang saudara palestina israel saudara mengasihi menyayangi bunuh berkelanjutan provokator ketigalah menang 
love,percayalah hati 
joy,terhubung nilai impian 
sadness,barusan diejek anak anak twitter udah ketinggalan zaman jokes copas instagram twitter kebanyakan user dewasa kontennya bagus instagram 
love,
love,username jungkook firstly 
anger,marah membumbung ketidakadilan sekitarmu unjustacts 
fear,pake kirim paket beli olshop jastip kota sampe beda pulau maksimal sampe pake mobil susah cari alamat bingung gabisa masuk kompleks gang malem dibelain jalan rumah sampe paketan terkirim 
joy,dihargai diterima 
fear,username jujur takut 
joy,ngomel karna diginiin trus bang ojolnya nyolot ikutan macet jalan normal rugi neng bensinnya muter baliknya rugi 
anger,damai taik soekarno membubarkan partai islam masyumi dizaman soeharto bolehkan masyumi keluarga bintang partai bintang begok dungu cebong 
sadness,mendengar suara berderak genting 
sadness,momen perasaan takut melanda mendalam kehilangan nafas breathlessfear 
sadness,username terlepas lepas tangan peran promoter project creators laku didukung backers featured project 
fear,kali liat langsung penampakan lupa seumur hidup sejarahnya mengerikan heran orang lihat kaya akupun lihat cobain kesana 
joy,momen berhasil menaklukkan tantangan teknologi rumit momen kepuasan techtriumph 
anger,barusan temen satunya cerita minjem duit janji kaga dibayar 
sadness,pelajari akun kerap memposting foto seronok 
sadness,udah pacar trus pergi nonton bioskop orang nontonnya pacar mulu 
love,emang bener fromm cinta sempurna didasari knowledge 
joy,happy birthday sender wish best 
love,berdoa dimanapun dasarnya kangen usahain minggu ketemu papalove much daddy sayang papaa bersyukur papa masi hidup papa slalu sayang 
anger,setuju korupsi takut bicara takut ditelanjangi berani bicara 
joy,orang kalo seneng ngobrol ngobrolnya pura ngapain 
love,ketawa
anger,situasi membuatmu marah mengguncang dunia shaketheworld 
sadness,ilcbpip travel meler anti asing bicara pake gaya asing mulut bikin kiyai 
anger,giliran lantai produksi mastiin nanyain langsung tulis digangguin 
joy,membalas status bang 
love,suka bilang 
anger,melawan dorongan menghancurkan 
sadness,ngapain rame mikir nyari baju lebaran 
anger,sialan teman hahaha 
love,menamai
love,indah bibir umat manusia 
love,tamu terimakasih acara 
sadness,nona takut 
love,menemukan brilian muncul 
anger,definitely caca 
love,merasakan cinta terindah ketahuilah tiada cinta indah cinta kekasih 
joy,liat bener bener dengerin seksama nissa sabyan daun asli rusak rusaknya suara flawless bening benerrr kaya gelas beling abis dicuci pake unlight bersih bersinar gitu heran 
love,sayang
anger,mbak hobi carmuk pahlawan kebengenan serah serah 
love,cinta berbicara mata wordlesslove 
sadness,kalo konteks suka pake alesan kayak suka ganteng kalo konteks sayang 
sadness,semenjak status udah kali dikomen hahaha karna jarang ngobrol baca udah gemesh 
anger,please username jaringan wifi telkom lemot serumah beda lantai 
sadness,surat edaran maintain daerah sampe listrik hidup telat dikit bayar tagihan langsung denda mati listrik mulu dapet potongan username 
love,susahnya mengapresiasi dilakuin oranglain ngasih 
anger,username username username anggap saudara mreka membubarkan acara ustadz tausiah ilmu mikir dikit napa 
joy,nggak ngerti ciwi ciwi nyinyirin vallen korban sesusah support gurlzz 
anger,berani berbuat salah berani maaf manusia disetiap 
anger,ngehujat membiarkan sexual harassment merajalela goblok dilecehin suruh marah 
love,kangen
anger,menghancurkan sekitarku amarahku 
sadness,berfikir tersenyum bahagia berfikir mencoba bertahan sngt keras dlmnya sngt sngt egois qyara kuharap dimasa depn bertemu sosok sepertiku sngt memuakan 
love,momen terhubung emosi pikiran 
sadness,seneng banget dengernya congrats sidang nungguin wisuda digandeng yuhoee 
anger,terima kasih temen basis username bersedia meluangkan panitia semoga allah senantiasa rezeki halal berkah 
anger,jalan rame orang jualan liat dagang baju baju tulisannya gantipresiden gila mesti sampe kaya gitunya kadang bingung orang indonesia bersyukurnya 
joy,self titled idris haikal jago bikin ambience nada sigmun 
sadness,berharap pindah rumah 
anger,dear username sang penerima penghargaan travel tourism awards predilat bintang skytrax berkali telpon call center email pengaduan customer care nomor pengaduan complain ditindak lanjuti 
joy,manfaat pengecut 
love,
joy,sampe kepikiran mahasiswa suicide skripsi pressure orang takut kalo kayak 
anger,hati terbakar kemarahan sulit kutahan 
sadness,username username presiden badan executive badan legislative 
joy,kebiasaan kekamar mandi malem berhubung kamarmandinya dibenerin pake kamarmandi kamarmandinya serem scared 
anger,seharian surabaya macet lampu merah dibikin samping bank mega darmo darmo macet bukanya lancar curcol surabaya surabayamacet 
sadness,modern gaya hidupmu 
joy,sekedar mencoba sempurna memperpanjang durasinya sajak detik sajakrindu diam tanyajawab janganpergi 
anger,username username rakyat geruduglah kantor media pukullah wartawannya silakan melanggar hukum username 
anger,terserahlah ngatain 
fear,survey cewek bilang cowok omonganya pegang mitos gaes cewek 
fear,momen perasaan takut membuatmu terjebak labirin kecemasan berujung eternalanxiety 
anger,username aneh honorer karyawan diatur ketenaga kerjaan kewajiban kayaknya kelapangan memonitor sistem kerja skpd 
sadness,stress gigi susu goyang takut kalo copot gabisa tumbuh huhuhuhuhu tolong 
fear,kalo bisnis udah makan uang rumah tangga ngegerus 
love,makasih udah bertahan sampe rumahnya jarang aktif sayang roro pake banget 
joy,username memegang peraturan 
joy,tnya nawarin 
fear,uang candu bikin hepi kalo 
sadness,membenci
love,bukti numpuk deflasi keberanian lihat munir buktinya lihat udin 
fear,bundling ditawarkan weekdays momentum harga harga hotel singapura bertarif viwihotdealsformiddleeast 
anger,sudi
sadness,diam omongin ndak diam hahah bagusan ndak diam diam ngoceh 
love,momen mengenal eternalconnection 
anger,baguslah ateis muridnya mumun mengaku menyembah teori darwin konyol tahayul selamat 
love,cinta menghargai momen habiskan 
sadness,kesendirian memaksaku berjalan 
joy,username username berisik emamg mendingan sumpel kntr sepi jepangnya doyan dgrin lagu sumpelan bosen abisnya 
anger,pemerintah mungsuh pemerintah teliti 
joy,happy wedding elizasekar semoga langgeng kakek nenek wedding weddingparty weddingtradisional adatjawa 
joy,like circle stupidity atlit diurusin 
love,waallahu alam 
joy,kawan mengeluh disuruh bapaknya 
anger,tipe orang kepala langsung dikeluarin koar koar social media tere liye mario teguh mengeluarkan bijak menginspirasi terpuruk bahagia actually koar koar 
anger,kabur bangga 
love,beda banget tanah rantau bener bener sadar kalo orang bahagia 
anger,dsuruh berdoa mudah besok pagi cewek cantik 
anger,kasian anas orang percaya ente korupsi fakta kasasi artidjo pensiun maksudnya ente mengharap putusan artidjo nambah hukuman ditelikung hakim 
fear,jaman hutang tembus 
sadness,beuh cikarang penuhnya sesak petugas kemana penuh sesak gitumah jalan kesana kemari atuh petugasnya lapor gimana pelecehan hajar ditempat pelakunya 
joy,baiklah sembari menikmati hidangan performance oppa ganteng tepuk tangannya meriah 
love,username
love,soan ngeprank keseel 
sadness,kalinya pergi kehotel pakai mandi pakai sendal jepit udah gembel 
fear,ceritanya semalam bubar 
love,cinta energi habis 
anger,momen meluapkan kemarahanmu 
sadness,otak goblok diajak bicara kemanapun menang kiri kanan salah salah kecuali ngikut bener itupun mslh disalahin serah 
anger,warga
anger,frustrasi marah situasi kunjung membaik frustration 
fear,ngecengin gaes username username username 
sadness,kali ngetwit muncul friendster marak merajalela dimana kenakalan remaja berangsur angsur melebur meraih cita indahnya thankyoutwitter harijaditwittersaya 
sadness,rindu bisik telingaku seraya semoga kelak anak berguna orang semoga menyayangi orang 
love,mkasih selamat ulang 
anger,username username username username emang bener emang kamun pintar emang pendidikan amrik nilai emang ornah rektor emang kontribusi terhadp negara jwbnnya 
sadness,alhamdulillaaaaah alloh engkau kesempatan kebanggan orang senantiasa kasih sayang semoga kedepannya kebahagiaan kepda 
fear,pikiranku penuh kengerian mendekati rumah ditinggalkan 
joy,kali baca kisah zaman nabi 
love,bersamamu
joy,lucky
fear,piyik asai nanami sayang cinta yaallah bangganya diriku sayang yaallah deep voicenya bagus bngt yaallah yaallah lucu bngt manusia 
anger,dasar mental maling diringkus salam metal maling maling 
love,
love,sabar sayang 
joy,bumbu kasih sayang masak menu favorit semur lidah sapi badranaya dihidangkan untukmu duhai pujaan hati 
